"price","interest_level","interest_Nbr"
4375,"low",1
3295,"low",1
2925,"medium",2
1850,"medium",2
2100,"low",1
3195,"low",1
2000,"high",3
6350,"low",1
5872,"low",1
2039,"low",1
3300,"low",1
2950,"low",1
2150,"low",1
2895,"low",1
3400,"low",1
4845,"low",1
3200,"medium",2
5000,"low",1
5241,"low",1
6500,"low",1
4500,"low",1
4500,"low",1
3200,"low",1
2600,"low",1
3475,"low",1
3300,"medium",2
3300,"low",1
6075,"low",1
3495,"high",3
1600,"low",1
2750,"medium",2
2700,"low",1
3826,"low",1
2600,"low",1
3225,"low",1
1800,"high",3
4500,"low",1
2995,"low",1
3437,"low",1
2999,"low",1
2700,"medium",2
3300,"low",1
3400,"low",1
5000,"low",1
2545,"medium",2
1550,"high",3
3625,"medium",2
1975,"medium",2
5000,"low",1
2600,"medium",2
3595,"low",1
2750,"medium",2
1900,"medium",2
3200,"low",1
2650,"low",1
2350,"medium",2
3450,"low",1
2890,"medium",2
3300,"medium",2
3750,"low",1
2600,"low",1
4300,"medium",2
5628,"low",1
4500,"low",1
3200,"medium",2
2150,"medium",2
1965,"low",1
4700,"high",3
3500,"low",1
5960,"low",1
5000,"low",1
2275,"low",1
3800,"low",1
2695,"low",1
6200,"high",3
2050,"low",1
4100,"low",1
4150,"low",1
3650,"low",1
3750,"low",1
2225,"high",3
5815,"low",1
2850,"low",1
1550,"low",1
5000,"high",3
6500,"low",1
4400,"low",1
5250,"low",1
1945,"low",1
12995,"low",1
5700,"low",1
1995,"medium",2
3375,"low",1
4200,"low",1
5200,"low",1
3450,"low",1
1995,"medium",2
3650,"low",1
3725,"medium",2
2935,"medium",2
2500,"medium",2
2590,"medium",2
2500,"high",3
2925,"low",1
2495,"low",1
2475,"low",1
2703,"medium",2
3100,"medium",2
2475,"low",1
4195,"low",1
7900,"low",1
2800,"medium",2
3391,"low",1
2875,"low",1
2900,"low",1
3600,"low",1
3150,"low",1
7500,"low",1
5999,"low",1
3375,"medium",2
6200,"medium",2
4995,"low",1
3477,"low",1
6295,"low",1
2425,"low",1
2150,"high",3
8500,"medium",2
1600,"low",1
2200,"low",1
2495,"low",1
4695,"low",1
15000,"low",1
2500,"low",1
3100,"low",1
1900,"high",3
2950,"low",1
3100,"medium",2
5000,"low",1
4150,"medium",2
5695,"low",1
3065,"low",1
2995,"medium",2
3450,"medium",2
5000,"low",1
3190,"low",1
2400,"low",1
3095,"high",3
2300,"medium",2
3395,"low",1
2900,"high",3
2375,"low",1
5250,"low",1
3910,"low",1
3300,"medium",2
3500,"low",1
3395,"low",1
5900,"low",1
2700,"low",1
3400,"low",1
5100,"medium",2
3700,"low",1
6995,"low",1
2595,"low",1
3295,"medium",2
6500,"medium",2
5500,"low",1
3550,"low",1
3900,"low",1
4400,"low",1
3995,"low",1
3395,"low",1
2400,"low",1
4995,"low",1
1550,"high",3
2350,"low",1
8000,"low",1
2500,"low",1
2410,"medium",2
1650,"low",1
3000,"low",1
2200,"medium",2
2500,"low",1
1795,"high",3
3200,"low",1
2700,"medium",2
4720,"low",1
5745,"low",1
3100,"low",1
3295,"low",1
2050,"low",1
3887,"low",1
1850,"low",1
1295,"high",3
2492,"high",3
3450,"medium",2
1550,"medium",2
1795,"low",1
4250,"low",1
3550,"low",1
7000,"low",1
3195,"high",3
2150,"medium",2
3195,"low",1
2500,"low",1
1500,"high",3
3280,"low",1
6400,"low",1
3199,"high",3
1995,"medium",2
6000,"medium",2
3695,"low",1
5300,"low",1
2650,"medium",2
2300,"medium",2
3150,"low",1
3400,"low",1
1695,"low",1
3150,"low",1
6115,"low",1
3675,"low",1
3795,"medium",2
2594,"medium",2
3399,"medium",2
4100,"low",1
1900,"low",1
2650,"low",1
2498,"low",1
2650,"medium",2
3000,"medium",2
3850,"low",1
3500,"low",1
4495,"low",1
3425,"low",1
2600,"low",1
2000,"medium",2
6200,"low",1
7000,"low",1
3750,"low",1
2800,"low",1
2450,"low",1
2400,"medium",2
3300,"low",1
2100,"high",3
2725,"low",1
3923,"medium",2
1525,"high",3
3345,"low",1
3200,"medium",2
1450,"low",1
2865,"medium",2
3200,"medium",2
2525,"low",1
2955,"low",1
4600,"low",1
2400,"high",3
2512,"medium",2
5450,"low",1
2600,"low",1
3500,"low",1
2675,"low",1
2695,"medium",2
2640,"low",1
1800,"low",1
3450,"low",1
3150,"medium",2
4200,"low",1
2250,"high",3
3800,"medium",2
3995,"low",1
2400,"medium",2
5000,"medium",2
2300,"low",1
3200,"low",1
3700,"low",1
1950,"low",1
2650,"medium",2
3650,"low",1
2550,"medium",2
5700,"medium",2
2995,"high",3
4000,"low",1
6295,"low",1
3450,"low",1
2395,"low",1
3200,"high",3
2550,"low",1
3300,"low",1
1750,"high",3
4995,"medium",2
2695,"low",1
3590,"low",1
4000,"low",1
4500,"low",1
2400,"medium",2
3350,"low",1
1999,"medium",2
2689,"low",1
5749,"low",1
4095,"low",1
2750,"high",3
1700,"high",3
4190,"low",1
2750,"low",1
1800,"medium",2
1995,"medium",2
2450,"low",1
3700,"low",1
5650,"low",1
3800,"low",1
1750,"low",1
4140,"low",1
4153,"high",3
2395,"low",1
3450,"low",1
3400,"low",1
2400,"low",1
4000,"low",1
5550,"medium",2
2490,"low",1
3995,"low",1
3400,"low",1
3695,"low",1
2190,"medium",2
3495,"low",1
8500,"low",1
2925,"low",1
2695,"low",1
6400,"low",1
3900,"medium",2
2400,"low",1
2795,"low",1
6000,"high",3
1795,"low",1
2400,"medium",2
3200,"medium",2
5250,"low",1
3300,"low",1
2700,"low",1
6000,"high",3
3399,"low",1
2917,"medium",2
1700,"medium",2
1650,"high",3
2100,"low",1
3500,"low",1
3500,"medium",2
2200,"medium",2
5000,"low",1
1595,"low",1
2500,"low",1
2995,"medium",2
2800,"low",1
4000,"medium",2
2950,"low",1
3900,"low",1
1900,"high",3
6520,"low",1
3345,"medium",2
4220,"low",1
2455,"low",1
2950,"low",1
2395,"medium",2
3300,"high",3
1650,"high",3
3100,"low",1
3500,"low",1
1797,"high",3
4350,"low",1
2625,"low",1
4475,"low",1
3500,"low",1
2249,"low",1
2990,"medium",2
3400,"high",3
5020,"low",1
2995,"low",1
2350,"medium",2
4050,"low",1
3387,"low",1
2575,"low",1
2595,"medium",2
2890,"low",1
2650,"low",1
2690,"medium",2
3450,"low",1
5400,"low",1
3295,"low",1
2900,"high",3
15000,"low",1
3650,"low",1
3390,"low",1
2095,"low",1
3369,"low",1
2540,"low",1
3591,"medium",2
4125,"low",1
2825,"medium",2
3000,"low",1
3125,"low",1
2800,"low",1
3895,"low",1
5790,"low",1
4095,"low",1
6300,"low",1
2600,"high",3
2600,"low",1
3200,"low",1
3000,"low",1
4495,"low",1
1550,"medium",2
2800,"low",1
3000,"medium",2
2450,"low",1
2850,"low",1
1999,"medium",2
4995,"low",1
2500,"medium",2
2295,"low",1
3300,"low",1
2650,"low",1
3450,"medium",2
2550,"high",3
5000,"medium",2
2800,"low",1
4500,"low",1
2395,"high",3
1820,"low",1
3450,"low",1
5650,"low",1
2595,"low",1
3495,"low",1
3450,"low",1
2900,"low",1
5800,"medium",2
2500,"low",1
2725,"low",1
3810,"low",1
3400,"medium",2
2600,"low",1
4500,"medium",2
3400,"low",1
3875,"low",1
3500,"low",1
2375,"low",1
2100,"medium",2
3000,"high",3
3095,"high",3
1795,"high",3
4772,"low",1
4900,"low",1
2150,"medium",2
11076,"low",1
3441,"high",3
3750,"low",1
2675,"low",1
2825,"medium",2
2500,"medium",2
2100,"low",1
4200,"low",1
2500,"medium",2
4197,"low",1
3595,"low",1
2875,"high",3
2950,"high",3
1900,"medium",2
3795,"low",1
2400,"low",1
3530,"low",1
2490,"low",1
5800,"medium",2
3395,"low",1
2350,"high",3
10000,"low",1
2995,"low",1
4400,"low",1
4500,"low",1
8100,"low",1
3990,"low",1
2200,"medium",2
3695,"low",1
5900,"low",1
3700,"high",3
2475,"low",1
1800,"high",3
2450,"low",1
3675,"low",1
1750,"high",3
3634,"medium",2
3700,"medium",2
3495,"low",1
3995,"low",1
2500,"low",1
2195,"medium",2
3700,"low",1
2900,"low",1
4400,"medium",2
3170,"medium",2
2250,"low",1
2871,"low",1
4000,"low",1
3700,"medium",2
2550,"medium",2
2095,"medium",2
5500,"low",1
2575,"low",1
2195,"low",1
3150,"low",1
2550,"low",1
2958,"low",1
2690,"medium",2
3550,"low",1
2800,"medium",2
2500,"medium",2
2500,"low",1
3100,"low",1
3200,"low",1
3610,"low",1
2495,"low",1
3490,"low",1
2000,"medium",2
3985,"medium",2
2895,"medium",2
4600,"low",1
3275,"low",1
3500,"low",1
3899,"low",1
1700,"high",3
5500,"low",1
3000,"low",1
1900,"medium",2
2400,"low",1
3850,"low",1
2600,"low",1
5995,"medium",2
3000,"low",1
4600,"low",1
3250,"medium",2
5958,"low",1
1850,"low",1
10000,"low",1
3300,"medium",2
3795,"low",1
2800,"medium",2
3300,"medium",2
2400,"low",1
4500,"low",1
4600,"low",1
2495,"medium",2
4200,"low",1
2050,"low",1
1375,"low",1
2900,"high",3
5395,"low",1
2250,"low",1
3250,"low",1
2395,"low",1
3225,"low",1
3495,"medium",2
3995,"medium",2
5495,"medium",2
3600,"low",1
4100,"medium",2
2500,"low",1
3000,"low",1
4295,"low",1
4000,"low",1
3550,"medium",2
1500,"high",3
2225,"medium",2
4100,"low",1
3250,"low",1
2300,"medium",2
2200,"low",1
3800,"low",1
1495,"medium",2
2425,"low",1
9000,"low",1
2039,"low",1
5545,"low",1
2300,"low",1
2500,"medium",2
2250,"low",1
2400,"low",1
3100,"low",1
2499,"low",1
2100,"low",1
3400,"low",1
3795,"low",1
2100,"low",1
2700,"low",1
6700,"low",1
4450,"low",1
3290,"low",1
4395,"low",1
8500,"low",1
1244,"low",1
28000,"low",1
3200,"low",1
3695,"low",1
15000,"low",1
4760,"medium",2
3100,"low",1
3250,"high",3
1450,"low",1
3400,"low",1
4350,"low",1
3350,"medium",2
6005,"low",1
2650,"medium",2
2350,"medium",2
8000,"low",1
2450,"medium",2
2993,"medium",2
1450,"low",1
3350,"low",1
4995,"low",1
3550,"low",1
2500,"medium",2
6000,"low",1
2995,"low",1
4892,"low",1
3850,"low",1
2750,"low",1
4000,"low",1
2095,"high",3
2600,"low",1
24000,"low",1
2800,"medium",2
3450,"high",3
2850,"low",1
4800,"low",1
2800,"low",1
1998,"low",1
4640,"medium",2
4842,"medium",2
2750,"medium",2
2850,"medium",2
2600,"low",1
2100,"low",1
3485,"low",1
6400,"low",1
3850,"low",1
3180,"low",1
6000,"low",1
2945,"low",1
2500,"low",1
9600,"low",1
3400,"low",1
2550,"low",1
5750,"low",1
4000,"low",1
3200,"low",1
9200,"low",1
1349,"high",3
2400,"low",1
8895,"medium",2
3895,"low",1
2500,"low",1
2495,"low",1
3850,"medium",2
3600,"medium",2
2612,"low",1
1925,"low",1
3695,"low",1
1895,"high",3
4495,"low",1
4670,"low",1
2975,"low",1
6500,"low",1
3200,"low",1
5400,"low",1
3425,"low",1
2600,"medium",2
2750,"low",1
2445,"low",1
3300,"low",1
4095,"low",1
4395,"low",1
2575,"low",1
3395,"low",1
2395,"low",1
4680,"low",1
1500,"low",1
2675,"low",1
3400,"high",3
3950,"low",1
14750,"low",1
3450,"low",1
2700,"high",3
10950,"low",1
3400,"low",1
3490,"medium",2
2700,"low",1
2900,"medium",2
3595,"low",1
6000,"low",1
2295,"high",3
11000,"low",1
3025,"low",1
3300,"low",1
1700,"low",1
3200,"low",1
2300,"low",1
1960,"high",3
2395,"low",1
1950,"high",3
4130,"low",1
5050,"high",3
4200,"low",1
13000,"low",1
4975,"low",1
1850,"high",3
5700,"low",1
15000,"low",1
6495,"medium",2
3580,"low",1
2900,"low",1
3950,"low",1
3208,"low",1
3150,"medium",2
1500,"low",1
14500,"low",1
2900,"medium",2
1875,"low",1
2850,"low",1
2520,"low",1
2600,"low",1
7480,"low",1
3500,"low",1
3950,"low",1
3575,"medium",2
3400,"low",1
4100,"low",1
7350,"low",1
5375,"low",1
3100,"low",1
2900,"low",1
5595,"low",1
3490,"low",1
3000,"low",1
1800,"high",3
3450,"medium",2
4422,"low",1
1750,"high",3
3400,"medium",2
7165,"low",1
2850,"low",1
2850,"low",1
5195,"medium",2
3420,"low",1
4135,"low",1
3700,"low",1
4200,"low",1
2200,"medium",2
5850,"low",1
2425,"medium",2
3100,"low",1
4500,"medium",2
2600,"low",1
2600,"low",1
1750,"high",3
6295,"low",1
1495,"low",1
2500,"low",1
6200,"medium",2
3495,"low",1
5570,"low",1
1895,"low",1
2600,"low",1
2990,"low",1
2095,"low",1
1903,"low",1
2550,"low",1
3200,"low",1
3528,"low",1
2800,"medium",2
3793,"low",1
3000,"low",1
3200,"low",1
3200,"medium",2
5000,"low",1
2625,"low",1
3351,"low",1
2550,"low",1
3700,"low",1
3425,"low",1
2400,"medium",2
2550,"low",1
5420,"low",1
2195,"medium",2
2400,"medium",2
3040,"low",1
1625,"low",1
1975,"low",1
4800,"high",3
3745,"medium",2
2895,"low",1
1850,"medium",2
2700,"low",1
5995,"low",1
2600,"low",1
2295,"high",3
3495,"low",1
3000,"low",1
2995,"medium",2
12500,"low",1
4295,"low",1
2538,"low",1
5325,"medium",2
3300,"medium",2
4500,"low",1
3598,"medium",2
2900,"medium",2
3225,"low",1
3020,"low",1
4845,"low",1
4495,"medium",2
2900,"high",3
2520,"medium",2
2650,"low",1
2895,"low",1
2400,"low",1
2200,"low",1
3800,"medium",2
2900,"low",1
7700,"low",1
5000,"low",1
3199,"low",1
3840,"low",1
2325,"low",1
6400,"medium",2
4500,"low",1
2450,"high",3
3500,"low",1
3300,"low",1
3050,"low",1
2200,"low",1
3900,"low",1
3900,"low",1
1825,"low",1
6860,"medium",2
1466,"low",1
3450,"low",1
8500,"low",1
2750,"low",1
1890,"medium",2
1850,"low",1
4995,"low",1
3695,"low",1
5000,"low",1
2100,"high",3
4850,"low",1
8300,"low",1
5000,"medium",2
2695,"low",1
3771,"high",3
2995,"medium",2
4430,"low",1
3290,"low",1
2050,"medium",2
4000,"low",1
2000,"high",3
3800,"low",1
3950,"low",1
3225,"low",1
5990,"low",1
3275,"medium",2
3300,"low",1
2315,"low",1
4985,"low",1
3350,"low",1
4000,"low",1
3440,"low",1
4950,"low",1
3250,"medium",2
2700,"low",1
1875,"medium",2
1975,"low",1
5950,"low",1
2795,"low",1
1850,"medium",2
5000,"low",1
6500,"low",1
2450,"medium",2
2750,"low",1
2695,"medium",2
4400,"medium",2
3300,"low",1
3200,"low",1
3200,"high",3
3200,"medium",2
5000,"low",1
4000,"low",1
2795,"low",1
2200,"high",3
2495,"medium",2
2750,"low",1
2595,"medium",2
4250,"medium",2
1995,"medium",2
2450,"low",1
2900,"low",1
5000,"low",1
2498,"low",1
7205,"low",1
2650,"low",1
2465,"low",1
2100,"low",1
2600,"low",1
2675,"low",1
3695,"low",1
3300,"medium",2
1700,"high",3
3495,"low",1
7350,"low",1
3495,"low",1
3275,"low",1
7000,"low",1
3300,"low",1
2475,"low",1
11750,"low",1
2950,"medium",2
1750,"medium",2
3800,"low",1
4945,"low",1
3300,"low",1
3700,"low",1
2825,"low",1
3119,"low",1
4015,"low",1
3900,"low",1
3200,"low",1
2950,"medium",2
4500,"low",1
3200,"medium",2
4900,"low",1
4095,"low",1
3895,"medium",2
3500,"low",1
16000,"low",1
3700,"low",1
3199,"low",1
3000,"medium",2
4995,"low",1
3995,"low",1
3990,"low",1
3000,"low",1
1900,"low",1
3300,"low",1
4195,"low",1
5415,"low",1
1795,"medium",2
3270,"medium",2
2175,"low",1
2690,"low",1
2373,"medium",2
4200,"low",1
2950,"low",1
2750,"medium",2
5500,"low",1
3500,"low",1
14000,"low",1
2375,"low",1
4500,"medium",2
5200,"low",1
4600,"low",1
5000,"low",1
4900,"low",1
2450,"medium",2
3550,"medium",2
7990,"low",1
3295,"low",1
2500,"low",1
4185,"low",1
2400,"low",1
2750,"low",1
1895,"medium",2
12500,"low",1
4495,"low",1
5000,"low",1
2750,"low",1
2680,"medium",2
2100,"medium",2
2800,"medium",2
2025,"medium",2
2800,"low",1
3600,"low",1
5500,"low",1
2895,"low",1
4500,"low",1
1850,"high",3
1695,"high",3
3400,"low",1
3500,"medium",2
3100,"low",1
1525,"low",1
3900,"low",1
3500,"medium",2
2625,"low",1
3000,"medium",2
1950,"low",1
1775,"low",1
3300,"low",1
2550,"medium",2
2750,"medium",2
3025,"medium",2
1495,"low",1
3400,"low",1
1855,"medium",2
2550,"low",1
1500,"high",3
2100,"low",1
2190,"low",1
5750,"low",1
2350,"medium",2
1950,"low",1
3500,"low",1
2400,"low",1
2150,"low",1
4892,"low",1
3050,"low",1
3125,"medium",2
6830,"low",1
3995,"low",1
5495,"low",1
2350,"low",1
3895,"medium",2
2400,"low",1
2400,"high",3
2500,"low",1
4000,"low",1
2250,"low",1
4900,"low",1
3800,"low",1
2950,"low",1
4650,"low",1
5000,"medium",2
3570,"low",1
2150,"low",1
2250,"medium",2
2000,"medium",2
2650,"low",1
1700,"medium",2
1875,"low",1
2295,"low",1
3400,"low",1
2700,"low",1
4700,"low",1
4450,"low",1
2900,"low",1
2600,"low",1
11000,"low",1
5200,"low",1
7440,"low",1
7450,"low",1
1965,"medium",2
2375,"low",1
2200,"low",1
2850,"low",1
1900,"low",1
3200,"low",1
3200,"low",1
1846,"high",3
1500,"low",1
4600,"low",1
2985,"low",1
2300,"medium",2
3041,"medium",2
3000,"low",1
5729,"low",1
3050,"low",1
2595,"low",1
2375,"low",1
4100,"medium",2
4500,"low",1
5800,"low",1
3900,"low",1
4400,"low",1
2000,"high",3
7000,"low",1
4000,"low",1
3800,"low",1
3650,"low",1
3300,"low",1
2200,"medium",2
2700,"low",1
3700,"low",1
1825,"low",1
3700,"medium",2
2725,"low",1
4550,"high",3
2995,"low",1
3900,"low",1
3750,"low",1
4000,"low",1
4050,"low",1
3200,"low",1
3200,"medium",2
3100,"medium",2
4400,"medium",2
2915,"low",1
2750,"low",1
5000,"low",1
2100,"medium",2
2600,"low",1
2850,"medium",2
2400,"low",1
3500,"low",1
4110,"medium",2
5100,"low",1
2950,"low",1
1795,"high",3
2900,"high",3
3175,"low",1
1975,"medium",2
3100,"high",3
5425,"low",1
3650,"low",1
2000,"low",1
3500,"low",1
5665,"low",1
5995,"medium",2
3450,"low",1
3801,"low",1
2900,"low",1
6400,"medium",2
3795,"low",1
2325,"medium",2
6895,"low",1
3250,"high",3
3995,"low",1
4800,"low",1
1875,"medium",2
3550,"low",1
2500,"low",1
1500,"high",3
2595,"low",1
2395,"low",1
3119,"low",1
30000,"low",1
1950,"low",1
3000,"high",3
4425,"medium",2
5870,"low",1
2600,"low",1
2200,"medium",2
2690,"low",1
3100,"low",1
1700,"low",1
5600,"low",1
1895,"low",1
1900,"low",1
2175,"low",1
3100,"low",1
3700,"low",1
5200,"low",1
2900,"medium",2
5995,"low",1
3800,"medium",2
3049,"medium",2
3400,"medium",2
6400,"low",1
2500,"medium",2
2295,"high",3
2550,"high",3
2050,"low",1
2400,"low",1
8000,"low",1
1875,"medium",2
3695,"medium",2
1600,"low",1
2595,"low",1
2500,"low",1
2500,"low",1
5695,"low",1
2850,"low",1
4600,"low",1
3350,"low",1
2750,"medium",2
1975,"low",1
2800,"medium",2
4885,"low",1
2700,"low",1
1495,"high",3
2895,"low",1
3200,"low",1
5895,"low",1
4995,"medium",2
2900,"low",1
2545,"low",1
1795,"high",3
3200,"high",3
1945,"high",3
5000,"low",1
4050,"low",1
3000,"medium",2
1995,"low",1
2295,"medium",2
14500,"low",1
1812,"high",3
2995,"high",3
2483,"medium",2
3923,"low",1
2350,"low",1
3990,"low",1
3025,"low",1
2300,"low",1
3600,"medium",2
3350,"low",1
2350,"medium",2
3675,"low",1
1950,"high",3
3060,"medium",2
2700,"low",1
6195,"low",1
3595,"low",1
3150,"low",1
4850,"low",1
5037,"low",1
5850,"low",1
9000,"low",1
5000,"low",1
3675,"low",1
2650,"low",1
4000,"low",1
5100,"low",1
2900,"low",1
2750,"low",1
2700,"low",1
2200,"high",3
6850,"low",1
3300,"low",1
3692,"low",1
2000,"medium",2
3500,"low",1
5300,"low",1
6000,"low",1
2675,"low",1
2650,"low",1
6300,"low",1
4700,"low",1
2400,"low",1
3095,"low",1
2700,"low",1
3200,"low",1
2915,"low",1
1650,"low",1
2200,"medium",2
3495,"low",1
2850,"low",1
2954,"medium",2
2100,"low",1
3100,"low",1
2600,"low",1
3646,"low",1
4495,"high",3
4200,"medium",2
3000,"low",1
5000,"low",1
2000,"high",3
3995,"low",1
1895,"medium",2
4000,"low",1
2850,"medium",2
2400,"low",1
2895,"low",1
3700,"low",1
4285,"low",1
2600,"low",1
3700,"low",1
2700,"low",1
3600,"high",3
3395,"low",1
3305,"medium",2
2995,"medium",2
3550,"low",1
6399,"low",1
2200,"low",1
3750,"low",1
4050,"low",1
2265,"low",1
2300,"medium",2
2795,"low",1
2500,"low",1
2825,"low",1
3875,"low",1
2950,"medium",2
1800,"low",1
4500,"low",1
2549,"low",1
2900,"medium",2
5125,"low",1
2030,"medium",2
3800,"low",1
2500,"low",1
1795,"high",3
1825,"low",1
950,"high",3
3195,"low",1
2625,"medium",2
3500,"low",1
3800,"medium",2
1800,"medium",2
1675,"high",3
2100,"low",1
8495,"low",1
2600,"low",1
3995,"low",1
2400,"low",1
1950,"medium",2
2795,"low",1
3295,"medium",2
4700,"low",1
1550,"medium",2
2000,"medium",2
2584,"low",1
2400,"high",3
3495,"low",1
2600,"low",1
5400,"medium",2
3030,"low",1
2200,"low",1
3545,"low",1
1950,"low",1
2500,"low",1
2295,"medium",2
6000,"low",1
3790,"low",1
1725,"low",1
2200,"low",1
2000,"high",3
2150,"medium",2
1800,"medium",2
3750,"low",1
2950,"low",1
3200,"low",1
3150,"low",1
2900,"medium",2
3687,"low",1
2300,"low",1
6400,"low",1
3595,"low",1
5010,"low",1
4200,"low",1
2300,"low",1
1450,"medium",2
2500,"low",1
5770,"medium",2
5500,"low",1
4300,"low",1
3050,"low",1
1500,"medium",2
5700,"low",1
6200,"low",1
3595,"low",1
3300,"medium",2
3000,"medium",2
4500,"low",1
4095,"low",1
1875,"low",1
2500,"high",3
3200,"low",1
5950,"medium",2
2100,"medium",2
2095,"medium",2
2600,"medium",2
2625,"high",3
4650,"low",1
4600,"low",1
4195,"low",1
9425,"low",1
2300,"low",1
3300,"medium",2
2700,"medium",2
1925,"low",1
3495,"low",1
7000,"medium",2
3780,"medium",2
6450,"low",1
2600,"low",1
4100,"low",1
3000,"medium",2
2550,"low",1
4600,"low",1
4300,"medium",2
3090,"low",1
6500,"low",1
2550,"low",1
2450,"medium",2
3700,"medium",2
2095,"medium",2
2600,"low",1
3199,"medium",2
12000,"low",1
1300,"high",3
2350,"low",1
1850,"high",3
3600,"low",1
3600,"low",1
6000,"medium",2
3500,"low",1
2550,"low",1
2100,"high",3
2870,"low",1
3400,"medium",2
4400,"medium",2
2475,"low",1
2200,"medium",2
3600,"low",1
3100,"low",1
5250,"low",1
1900,"low",1
2500,"medium",2
4947,"low",1
2600,"low",1
10000,"low",1
2590,"medium",2
4595,"low",1
2599,"high",3
1750,"medium",2
3970,"low",1
2100,"low",1
2238,"low",1
3575,"low",1
3200,"low",1
4100,"low",1
3500,"low",1
4900,"low",1
2500,"high",3
2495,"low",1
6000,"high",3
3350,"low",1
5500,"medium",2
6000,"low",1
1775,"low",1
5000,"low",1
3625,"low",1
3700,"low",1
4795,"low",1
2903,"low",1
3095,"low",1
3000,"medium",2
4308,"low",1
4600,"low",1
1950,"low",1
5000,"medium",2
1850,"medium",2
2795,"low",1
1750,"low",1
2895,"low",1
12295,"low",1
3000,"medium",2
4169,"low",1
5200,"medium",2
5000,"low",1
3450,"medium",2
2870,"low",1
4500,"medium",2
3825,"low",1
3750,"low",1
3392,"low",1
3150,"low",1
2600,"low",1
2724,"low",1
5900,"low",1
3227,"low",1
5950,"low",1
3500,"medium",2
1775,"high",3
3550,"low",1
3870,"low",1
9000,"low",1
2625,"low",1
2100,"medium",2
4400,"high",3
2650,"low",1
4800,"low",1
2800,"medium",2
4800,"medium",2
3250,"medium",2
2700,"high",3
2100,"low",1
3295,"low",1
3700,"low",1
2850,"low",1
14000,"low",1
2850,"low",1
4390,"low",1
7800,"low",1
3250,"low",1
2291,"low",1
3350,"low",1
3495,"low",1
15500,"low",1
1650,"high",3
2575,"low",1
4000,"low",1
2450,"medium",2
2300,"low",1
2695,"low",1
2375,"high",3
4350,"low",1
3595,"medium",2
3800,"low",1
2450,"low",1
3700,"high",3
2195,"low",1
3495,"high",3
3650,"low",1
2928,"low",1
3257,"high",3
1700,"medium",2
2595,"low",1
4744,"low",1
2780,"low",1
3600,"low",1
2950,"low",1
4400,"medium",2
1875,"low",1
4000,"low",1
7100,"low",1
2575,"low",1
2650,"medium",2
2375,"low",1
6395,"high",3
4995,"low",1
5400,"low",1
4100,"low",1
1815,"low",1
7800,"low",1
3975,"low",1
1750,"low",1
2400,"medium",2
3950,"low",1
2495,"low",1
5350,"low",1
6495,"low",1
1878,"low",1
2300,"low",1
1625,"medium",2
3400,"low",1
2725,"low",1
6150,"low",1
1900,"low",1
2600,"low",1
4395,"low",1
3585,"low",1
6580,"low",1
2550,"low",1
2150,"low",1
3295,"low",1
3995,"low",1
3790,"low",1
1875,"high",3
3650,"low",1
1975,"low",1
1800,"high",3
5400,"low",1
3900,"medium",2
2900,"low",1
3961,"medium",2
5100,"low",1
6895,"low",1
4500,"low",1
3700,"low",1
6000,"medium",2
1850,"low",1
3299,"low",1
5250,"medium",2
5000,"low",1
2595,"low",1
2600,"low",1
3000,"medium",2
24500,"low",1
2740,"high",3
3325,"low",1
2360,"medium",2
2500,"medium",2
2849,"medium",2
2350,"low",1
2376,"low",1
5475,"low",1
4900,"low",1
3350,"low",1
1800,"low",1
3300,"medium",2
2700,"low",1
5495,"low",1
2925,"low",1
1995,"high",3
5095,"low",1
5800,"low",1
5905,"low",1
15000,"low",1
5200,"low",1
2150,"low",1
11000,"low",1
2195,"low",1
3000,"medium",2
6000,"low",1
14500,"low",1
3700,"low",1
2650,"low",1
4300,"medium",2
5000,"medium",2
4900,"low",1
7000,"medium",2
3200,"medium",2
2500,"high",3
3119,"low",1
3990,"low",1
4115,"low",1
2132,"high",3
2500,"high",3
2595,"low",1
5107,"low",1
2500,"low",1
3200,"medium",2
4095,"low",1
8500,"medium",2
3550,"low",1
2100,"low",1
3950,"low",1
2700,"medium",2
5500,"low",1
2975,"medium",2
2740,"low",1
4865,"low",1
2275,"low",1
6490,"medium",2
3400,"low",1
2485,"low",1
4095,"low",1
2625,"low",1
2300,"high",3
3350,"medium",2
3159,"medium",2
3695,"low",1
3600,"low",1
5595,"low",1
3500,"medium",2
2245,"high",3
3300,"low",1
3200,"medium",2
1900,"high",3
1425,"low",1
4050,"low",1
1400,"high",3
2250,"low",1
3000,"low",1
4500,"low",1
4800,"low",1
7000,"low",1
2500,"low",1
2375,"medium",2
3495,"low",1
4900,"low",1
3049,"low",1
2500,"medium",2
3500,"low",1
3500,"low",1
3450,"low",1
5695,"low",1
2495,"medium",2
3650,"low",1
1200,"high",3
5790,"high",3
4950,"low",1
3200,"high",3
2900,"low",1
1895,"high",3
3595,"low",1
2275,"low",1
1900,"medium",2
3500,"low",1
2595,"high",3
3275,"low",1
5300,"low",1
2195,"low",1
3700,"low",1
1775,"high",3
6058,"low",1
1400,"low",1
2595,"high",3
2050,"medium",2
8500,"low",1
3495,"low",1
2450,"low",1
2150,"high",3
3595,"low",1
2575,"low",1
2195,"low",1
3170,"low",1
4391,"low",1
2800,"low",1
2850,"low",1
2295,"low",1
3700,"medium",2
2895,"low",1
2500,"medium",2
4450,"low",1
