"listing_id","interest_level","interest_Nbr","senti_anger","senti_anticipation","senti_disgust","senti_fear","senti_joy","senti_sadness","senti_surprise","senti_trust","senti_negative","senti_positive"
7074652,"medium",2,0,3,0,0,0,0,0,2,1,5
7069736,"high",3,1,3,0,0,3,0,1,5,1,13
7033960,"medium",2,0,1,0,0,0,0,0,0,0,1
6969669,"medium",2,0,3,0,0,2,2,2,1,2,6
7017359,"medium",2,3,4,0,1,6,0,2,8,5,22
7066547,"low",1,0,1,0,0,3,0,1,3,0,9
6959964,"high",3,1,0,0,0,2,0,0,2,1,4
6993265,"low",1,1,7,1,1,8,1,3,10,5,21
7021644,"medium",2,1,4,0,0,2,0,1,2,1,8
6985458,"low",1,0,4,0,1,3,1,2,4,2,7
6952041,"low",1,0,0,0,0,1,0,0,1,0,6
7026933,"low",1,2,4,1,0,9,1,3,8,2,21
6999859,"low",1,3,4,1,1,1,2,1,3,5,5
6953559,"low",1,0,1,0,0,1,0,1,1,0,2
7017372,"low",1,1,6,0,1,3,3,2,2,2,13
7045366,"high",3,0,2,0,1,2,0,1,2,0,6
7047247,"low",1,0,0,0,0,0,0,0,0,0,5
7029511,"low",1,0,3,0,0,3,1,1,3,0,9
7023750,"low",1,0,4,0,1,2,0,1,3,1,10
7007508,"high",3,0,2,0,0,4,2,1,3,2,9
7029198,"low",1,0,1,0,0,0,0,0,0,0,3
7062547,"low",1,0,0,0,0,0,0,0,0,0,2
7071241,"low",1,0,2,0,0,1,0,1,1,0,3
7020772,"low",1,1,1,0,1,0,0,0,0,2,2
7006871,"high",3,1,3,0,0,2,1,3,3,3,11
7011729,"low",1,0,0,0,0,0,0,0,0,0,0
6999671,"low",1,0,1,0,0,1,0,1,0,0,6
6993629,"low",1,2,2,0,0,2,1,2,2,5,12
7083149,"medium",2,0,2,0,1,1,0,0,3,1,3
7006982,"low",1,0,1,0,0,1,0,1,1,0,6
7027232,"low",1,0,0,0,0,0,0,0,0,0,5
6968875,"low",1,0,0,0,0,0,0,0,0,0,0
6952474,"high",3,1,2,0,1,2,0,0,2,1,8
7009761,"low",1,0,0,0,0,2,0,0,1,0,5
6995996,"low",1,1,2,0,1,2,0,1,2,2,5
6963795,"low",1,1,0,1,0,0,0,0,0,1,2
6983258,"low",1,0,3,0,0,5,0,2,6,1,11
6984645,"low",1,0,0,0,0,0,0,0,1,0,5
7014165,"high",3,0,0,0,1,2,1,0,2,1,8
6998687,"low",1,0,3,0,0,5,1,3,2,0,9
6993809,"low",1,3,10,0,2,12,3,3,7,5,26
7016173,"high",3,0,2,0,0,3,1,1,2,0,5
7068813,"low",1,0,2,0,0,2,1,1,4,1,7
7053310,"low",1,0,0,0,0,0,0,0,0,0,1
6959582,"medium",2,1,3,0,2,5,0,1,4,2,10
7027753,"low",1,0,2,0,0,3,0,1,6,2,24
6980373,"medium",2,0,4,0,0,7,0,2,9,0,20
7016686,"low",1,2,1,1,1,1,1,2,2,3,5
7043526,"low",1,0,2,0,1,5,1,1,3,0,9
7074603,"low",1,0,2,0,0,0,0,0,1,0,4
6964284,"low",1,2,4,0,0,6,0,2,6,2,13
6987963,"medium",2,0,2,0,0,4,0,0,3,0,11
6975049,"low",1,0,0,0,0,0,0,0,0,0,0
7064779,"low",1,0,2,0,0,4,0,1,4,0,12
6974496,"medium",2,1,1,1,0,1,0,1,2,1,5
7005272,"low",1,0,3,0,0,2,0,3,2,0,5
6973487,"low",1,0,0,0,0,0,0,0,0,0,0
6960773,"medium",2,1,2,1,1,4,1,0,6,4,11
6967175,"low",1,0,1,0,0,0,0,0,0,0,1
6967445,"low",1,0,0,0,0,2,0,0,2,0,8
7015982,"high",3,2,1,1,1,0,1,1,2,3,4
7068447,"low",1,0,0,0,0,0,0,0,0,0,0
7021994,"low",1,0,4,0,1,2,0,2,3,2,15
6992746,"low",1,1,1,1,0,1,0,1,2,0,3
7056064,"medium",2,0,1,0,0,0,0,0,0,0,5
7029454,"medium",2,1,2,0,0,3,0,1,2,1,8
6979366,"low",1,0,3,0,0,3,0,1,4,1,9
7020656,"low",1,1,1,0,0,3,0,1,4,1,12
7011878,"low",1,0,1,0,0,1,0,0,1,2,2
6970780,"low",1,0,1,0,0,1,1,0,1,0,5
6963168,"low",1,2,2,0,0,3,1,0,1,2,9
6971792,"low",1,1,2,0,0,4,2,1,2,3,15
7030877,"medium",2,0,1,0,0,0,0,0,0,0,4
6970759,"medium",2,0,2,1,0,4,0,0,3,2,8
7022644,"low",1,0,0,0,0,0,0,0,0,0,0
7059406,"medium",2,0,1,1,0,1,0,1,2,0,5
7037847,"medium",2,1,3,0,1,3,0,1,2,1,8
7068582,"low",1,0,0,0,0,1,0,0,0,0,5
7064266,"low",1,0,0,0,0,0,0,0,0,0,0
7026710,"medium",2,1,2,0,1,4,0,1,1,2,12
7059954,"low",1,0,0,0,0,0,0,0,0,0,0
7083705,"low",1,0,2,0,0,3,0,1,3,0,9
7016910,"low",1,0,0,0,0,0,0,0,0,0,0
7052405,"low",1,0,1,0,0,1,0,1,2,0,9
7017867,"low",1,0,0,0,1,1,0,0,4,1,9
6969517,"low",1,2,10,0,2,8,3,2,6,5,28
7048206,"low",1,1,2,0,1,0,1,0,0,1,5
6968182,"medium",2,2,4,2,4,2,1,1,3,2,5
6983683,"high",3,1,1,0,0,1,0,1,2,1,5
7059384,"low",1,0,2,1,0,2,0,1,5,2,10
7002400,"low",1,0,5,0,0,6,1,1,8,2,22
7038128,"low",1,0,0,0,0,0,0,0,0,0,0
7071124,"medium",2,1,1,0,0,2,0,0,3,2,8
6972497,"low",1,0,1,0,0,4,0,2,2,1,5
7029828,"medium",2,0,2,0,0,1,0,1,2,0,7
7023804,"medium",2,0,0,0,1,1,0,0,1,1,4
6983935,"medium",2,2,4,1,1,3,1,3,5,2,11
6978755,"low",1,0,0,0,0,0,0,0,0,0,0
7033619,"high",3,0,0,1,0,1,1,0,0,0,8
7004509,"low",1,0,3,0,0,4,1,2,1,1,12
6958924,"high",3,0,4,1,0,6,2,2,3,1,11
6982676,"low",1,1,3,0,0,4,1,2,2,1,10
6963467,"low",1,0,0,0,0,0,0,0,0,0,1
7058623,"low",1,0,0,0,0,1,0,0,0,0,1
6962477,"low",1,0,3,0,0,2,0,2,3,0,6
7076237,"low",1,1,4,1,1,5,2,2,5,2,20
6986521,"high",3,1,3,0,1,3,0,1,2,2,6
6958374,"low",1,0,1,1,0,3,1,1,2,0,8
7037581,"low",1,2,4,1,0,3,0,2,3,1,8
7064221,"low",1,1,2,0,0,2,0,1,3,1,7
6965825,"low",1,0,0,0,0,1,0,0,1,0,3
7003573,"low",1,0,0,0,0,1,0,0,1,0,1
7019438,"low",1,2,4,0,0,5,0,0,2,2,8
7070033,"low",1,0,1,0,0,1,0,0,2,1,4
7067184,"low",1,0,4,0,0,6,0,3,5,0,9
7039966,"low",1,1,4,0,0,12,2,4,7,2,21
6988037,"low",1,1,0,0,0,1,0,0,0,1,6
6969583,"medium",2,2,3,1,0,5,0,1,3,2,7
7017446,"low",1,0,0,0,0,0,0,0,0,0,1
7082834,"low",1,1,0,0,0,0,0,0,0,1,0
6996713,"low",1,1,1,0,0,4,0,1,3,1,8
7013446,"low",1,2,2,1,2,2,0,1,5,4,10
6991316,"medium",2,1,2,0,0,4,0,1,5,3,12
7057630,"high",3,1,2,0,0,2,0,2,3,2,8
7020264,"low",1,1,1,0,0,3,1,1,2,3,12
7074416,"low",1,0,4,1,0,4,0,2,4,0,12
7005393,"low",1,1,2,0,1,3,0,0,2,1,8
7022086,"medium",2,0,1,0,0,0,0,0,1,0,3
7062349,"low",1,1,0,0,0,2,0,0,0,1,6
7009373,"low",1,0,1,1,0,0,0,0,1,0,5
7068784,"low",1,0,1,1,0,1,0,1,0,0,5
6972227,"low",1,0,1,0,1,0,0,0,0,1,2
7031553,"medium",2,2,1,1,1,2,1,0,1,2,5
7068434,"low",1,0,1,0,0,2,0,1,2,0,2
7014818,"low",1,0,0,0,0,0,0,0,0,0,3
7058802,"low",1,0,4,0,0,5,0,4,3,0,9
7043486,"high",3,1,2,1,0,2,0,2,2,0,6
6956714,"low",1,0,5,0,0,2,0,2,2,0,6
6969485,"medium",2,2,4,0,1,4,1,4,2,2,8
7025787,"low",1,0,2,0,0,2,0,2,1,0,2
7071971,"medium",2,1,2,0,0,2,0,1,2,0,7
6973139,"medium",2,0,1,0,0,0,0,0,1,0,4
7069092,"low",1,1,6,3,0,7,1,2,8,1,20
7053037,"low",1,0,0,0,0,0,0,0,0,0,0
7020974,"low",1,0,0,0,0,0,0,0,0,0,0
6991944,"medium",2,0,2,0,0,2,0,2,2,0,5
7077272,"low",1,2,8,2,0,10,2,3,11,5,32
7080833,"low",1,0,1,0,1,1,0,0,1,1,3
7020074,"medium",2,1,2,0,0,3,0,1,1,2,7
7035115,"low",1,0,0,0,0,0,0,0,0,0,0
7025743,"low",1,0,4,0,0,2,0,2,4,0,7
7077938,"low",1,0,1,0,0,0,0,0,0,0,1
7079411,"medium",2,0,3,0,0,2,0,1,2,0,7
6998025,"high",3,1,1,1,1,1,2,1,1,2,3
7053018,"low",1,0,1,1,0,1,1,0,1,0,6
7028486,"high",3,0,1,0,0,0,0,0,2,0,2
7072603,"medium",2,0,0,0,0,0,0,0,0,0,1
6988289,"low",1,0,7,0,0,6,1,3,6,1,19
6975999,"low",1,0,0,0,0,0,0,0,0,0,0
7025009,"low",1,0,2,0,0,1,0,1,2,0,7
6958201,"low",1,0,0,0,0,0,0,0,0,0,0
6962189,"medium",2,1,1,0,0,1,0,0,0,1,6
6964961,"low",1,1,5,0,1,3,3,2,6,2,9
6999460,"medium",2,2,2,2,0,2,0,0,4,3,10
7007290,"low",1,2,2,0,1,1,0,2,0,2,4
7031205,"medium",2,0,1,0,1,1,0,1,2,1,7
6989565,"low",1,1,3,0,0,1,1,2,3,0,10
7043973,"medium",2,4,1,1,2,3,1,2,2,3,8
7007754,"low",1,0,2,0,0,1,0,0,0,0,4
6975547,"high",3,0,4,0,0,4,1,3,3,1,10
6957877,"low",1,0,0,0,0,0,0,0,0,0,0
6998856,"low",1,0,0,0,0,0,0,0,0,0,0
6955757,"low",1,0,2,0,1,1,1,1,2,0,6
7030318,"low",1,0,0,0,0,0,0,0,0,0,0
7028456,"medium",2,0,1,1,0,2,0,0,3,1,7
7016646,"low",1,1,0,1,0,1,0,0,2,1,7
7060933,"low",1,0,1,0,0,1,0,1,0,0,5
7042247,"low",1,2,8,0,2,6,2,1,9,6,20
7030241,"low",1,1,1,0,0,3,1,1,0,1,5
7074619,"medium",2,0,2,0,0,3,0,2,3,0,12
6979100,"low",1,0,2,1,0,3,0,1,4,1,7
6957053,"low",1,1,1,0,0,1,0,1,0,1,3
7054456,"low",1,1,6,2,1,5,1,1,8,4,23
7002112,"low",1,0,1,0,0,0,0,0,1,0,2
6966457,"medium",2,1,0,0,0,1,0,0,0,1,7
7059126,"low",1,1,6,0,0,5,1,3,7,4,12
7073337,"low",1,3,6,0,1,3,1,1,4,3,11
6957956,"low",1,0,1,0,0,1,0,1,1,0,2
6997193,"low",1,1,4,0,0,2,0,1,2,1,6
7004665,"low",1,0,1,0,0,0,0,0,1,0,2
6966246,"low",1,0,0,1,0,1,0,0,0,0,5
7071177,"medium",2,0,2,0,0,5,0,2,5,0,8
6995082,"medium",2,0,2,1,0,2,0,0,2,2,7
7014054,"medium",2,1,5,0,2,4,1,2,6,2,12
6991891,"low",1,0,0,0,0,1,0,0,1,0,6
6967636,"medium",2,0,1,0,0,0,0,0,1,0,3
7078701,"low",1,0,1,0,0,1,0,0,1,0,3
6955253,"low",1,0,1,1,0,0,0,0,1,1,5
6985315,"low",1,0,1,0,0,1,0,0,2,1,4
7016453,"medium",2,2,1,1,1,1,1,1,2,3,5
6985221,"low",1,0,0,0,0,2,1,0,0,0,7
7008388,"low",1,2,10,1,3,8,0,1,12,4,26
7064876,"low",1,0,0,0,0,0,0,0,0,0,0
7014839,"low",1,0,2,0,0,4,1,0,2,1,10
7026244,"high",3,0,2,0,0,3,0,1,2,0,3
6957742,"low",1,0,0,0,0,0,0,0,0,0,0
6985825,"low",1,0,4,0,1,7,1,2,7,2,12
6979860,"medium",2,0,1,0,0,2,0,0,2,0,3
6953095,"low",1,1,2,2,1,2,0,2,4,5,9
7059966,"medium",2,0,0,0,0,0,0,0,0,0,0
7015469,"low",1,1,6,0,0,5,3,4,6,1,16
7023930,"low",1,1,4,0,0,2,1,1,2,3,5
7019587,"low",1,0,5,0,0,2,0,0,3,1,8
7075037,"low",1,0,2,0,0,2,0,1,3,0,6
6969781,"low",1,1,1,3,1,3,0,2,5,3,8
7033683,"low",1,0,1,0,0,0,0,0,0,1,1
6973730,"medium",2,0,1,0,0,3,0,0,2,0,9
7031198,"low",1,3,5,1,3,5,0,1,5,4,11
7045059,"high",3,0,0,0,0,0,0,0,0,0,0
6962366,"low",1,0,2,0,0,1,0,1,2,0,5
7079874,"medium",2,0,6,0,1,8,0,3,10,2,19
6978351,"high",3,0,0,0,0,0,0,0,1,1,4
7080352,"low",1,1,2,0,0,2,0,1,2,2,10
7076451,"high",3,0,4,1,1,2,1,2,2,0,9
7011655,"medium",2,1,3,0,1,3,1,0,2,2,9
7078310,"low",1,0,2,0,0,3,2,3,3,2,18
7044569,"medium",2,3,8,2,2,6,3,4,7,5,22
7083983,"low",1,0,6,0,0,2,0,0,2,1,4
6965842,"low",1,1,1,0,0,2,0,0,3,2,5
7034252,"low",1,0,4,1,0,4,1,2,4,1,12
7075246,"low",1,1,1,0,0,1,0,0,3,0,4
7046043,"low",1,0,0,1,0,1,2,0,1,5,9
7043927,"medium",2,0,2,0,1,3,0,2,3,1,5
7038972,"medium",2,0,1,0,0,1,0,1,0,0,3
7053226,"low",1,0,0,0,0,0,0,0,0,0,3
7081960,"low",1,1,3,1,0,2,1,1,4,1,10
6989076,"medium",2,1,3,1,0,4,0,1,4,0,7
7035030,"low",1,0,0,0,0,0,0,0,0,0,0
6960091,"low",1,1,3,0,0,2,0,2,1,0,7
6967487,"low",1,1,0,0,0,0,0,0,0,1,0
7068333,"low",1,0,0,0,0,0,0,0,0,0,0
7049469,"medium",2,1,4,1,0,2,1,1,2,2,7
6968023,"low",1,0,1,0,0,0,0,0,1,0,3
7073683,"low",1,0,3,0,0,1,0,1,1,0,5
7031304,"medium",2,1,2,0,0,2,0,0,3,1,10
7067708,"low",1,0,0,0,0,0,0,0,0,0,1
7007088,"low",1,0,0,1,0,0,0,0,0,0,1
6981677,"low",1,0,2,0,0,3,1,2,1,1,8
7041292,"medium",2,0,1,0,0,0,0,0,1,0,3
6970217,"high",3,2,0,1,0,2,1,2,4,2,9
7062868,"low",1,1,0,0,0,2,0,0,1,2,7
6988831,"low",1,0,0,0,0,0,1,0,0,0,2
7024570,"low",1,0,1,0,0,2,0,1,1,1,4
7039749,"low",1,2,1,0,0,2,2,1,1,3,7
7031071,"medium",2,2,1,1,1,1,1,1,2,3,5
6995706,"medium",2,1,3,0,0,7,1,0,5,1,16
6962425,"low",1,0,4,1,1,3,2,2,2,2,12
7012808,"low",1,0,3,0,0,2,0,1,3,0,5
6982707,"low",1,1,4,0,1,4,0,2,4,1,10
7074084,"low",1,1,1,0,0,2,0,1,2,1,5
7002836,"medium",2,0,1,0,0,1,0,0,0,1,4
6964762,"medium",2,0,1,0,0,2,0,0,2,1,6
7013469,"low",1,0,0,0,0,0,0,0,0,0,0
6976459,"medium",2,0,6,0,0,5,2,3,4,1,13
7061689,"low",1,0,0,0,0,1,0,0,0,0,8
7056799,"low",1,0,0,0,0,0,0,0,0,0,0
6959066,"low",1,0,1,0,0,2,0,1,2,0,6
7070880,"low",1,0,1,0,0,0,0,0,1,0,4
7048751,"medium",2,1,2,0,0,1,0,1,3,2,13
7001736,"medium",2,0,0,0,0,0,0,0,0,0,1
6972470,"low",1,1,3,0,0,2,0,1,6,2,7
7054692,"medium",2,1,0,1,0,0,0,0,1,1,2
6959639,"medium",2,0,2,0,0,2,0,0,2,0,8
7022961,"low",1,2,0,1,0,1,1,0,0,2,1
7002851,"low",1,0,1,0,0,1,0,1,2,0,4
6976371,"medium",2,0,1,0,0,2,0,0,1,3,15
6997672,"medium",2,0,1,0,0,3,0,1,1,0,6
7008053,"medium",2,1,2,1,0,4,1,2,2,1,4
6974341,"low",1,0,2,0,0,3,0,1,6,2,22
7045236,"medium",2,0,0,0,0,1,0,0,0,0,2
6991050,"high",3,0,4,0,0,4,1,1,4,1,8
6966087,"low",1,1,0,0,0,1,0,0,0,2,3
7052248,"low",1,0,2,0,0,3,1,1,5,1,11
6979354,"medium",2,1,2,0,0,2,0,0,5,3,9
6984283,"low",1,1,1,0,0,2,0,0,3,2,5
7032520,"low",1,1,1,0,0,0,0,1,3,2,6
6965424,"low",1,0,3,0,0,2,2,0,4,1,11
7043406,"high",3,0,1,0,0,2,0,1,1,0,4
7072520,"high",3,0,0,0,1,1,1,0,0,1,3
6968510,"low",1,0,1,0,0,1,0,0,0,0,1
6980552,"low",1,0,0,0,1,1,0,1,1,1,3
6999904,"low",1,0,2,0,0,1,0,1,2,0,5
7057212,"low",1,0,0,0,0,3,0,1,0,1,7
7082644,"medium",2,1,1,0,1,0,0,0,4,2,9
7074413,"medium",2,1,0,0,0,2,0,0,2,1,8
6982513,"medium",2,0,0,0,0,0,0,0,0,0,0
7039540,"low",1,1,2,1,3,3,1,2,4,6,7
7045455,"low",1,0,5,0,0,5,1,4,7,1,10
6986527,"low",1,1,1,0,0,0,0,0,1,1,4
6993720,"low",1,1,0,0,0,1,0,0,0,1,3
7055157,"medium",2,2,1,1,1,1,1,1,2,3,5
6991463,"medium",2,0,4,0,0,2,0,1,2,0,8
7005424,"low",1,0,2,0,0,5,1,1,3,1,16
7071932,"medium",2,1,2,0,0,2,0,2,4,1,5
6963951,"low",1,0,0,0,0,0,0,0,0,0,0
7061724,"low",1,4,6,1,2,5,3,2,4,2,12
7041997,"low",1,1,3,1,1,2,1,2,3,2,7
7007952,"low",1,1,2,0,0,1,1,1,3,2,15
6980628,"low",1,0,0,0,1,2,0,0,0,0,8
7002681,"low",1,1,4,1,1,6,3,2,7,2,17
6969930,"low",1,1,0,0,0,1,0,1,0,0,8
7078057,"low",1,2,1,0,0,1,0,1,0,3,7
7024302,"low",1,2,0,1,0,0,1,0,0,2,3
7052033,"low",1,0,1,0,0,0,0,0,1,1,7
7013492,"high",3,1,5,0,2,5,1,2,7,2,13
6962046,"low",1,0,0,0,0,0,0,0,0,0,3
7062518,"low",1,0,1,0,0,1,0,1,1,0,4
6952019,"low",1,1,1,0,0,2,0,0,2,2,3
6960097,"low",1,1,2,0,1,1,2,0,1,3,4
6966584,"high",3,1,4,0,0,3,1,2,4,0,14
6964295,"low",1,0,0,0,0,0,1,1,0,0,6
6954766,"low",1,0,0,0,0,0,0,0,0,0,0
6999698,"low",1,1,1,1,0,4,0,1,2,3,8
6971634,"low",1,0,2,0,0,2,0,0,2,1,3
7039345,"low",1,1,4,0,0,2,0,1,4,2,6
7047692,"low",1,0,3,1,0,4,0,0,7,3,18
6987750,"low",1,0,1,0,0,0,0,0,0,1,4
6970516,"medium",2,0,5,1,0,6,1,3,2,0,11
7024820,"low",1,0,2,0,0,3,0,1,3,1,12
7045037,"high",3,1,4,0,1,5,0,1,3,3,9
6985841,"high",3,1,4,0,0,5,1,2,3,2,12
7051481,"low",1,0,3,0,0,4,0,2,5,1,11
7038998,"low",1,0,9,0,0,8,1,3,7,1,13
7054690,"medium",2,1,2,0,2,2,1,2,2,4,7
7082964,"low",1,0,1,0,0,0,0,0,2,0,5
6970921,"low",1,1,1,0,0,2,0,0,4,2,9
7031327,"medium",2,1,2,1,1,3,1,2,2,2,8
6983588,"low",1,2,10,0,0,7,2,3,9,4,21
6956944,"medium",2,1,1,0,0,1,0,0,3,1,6
6964850,"low",1,0,0,0,0,0,0,0,0,0,0
6954062,"medium",2,0,1,0,0,1,0,1,1,0,5
7070684,"low",1,0,4,0,1,1,0,1,2,1,13
7011860,"low",1,0,0,0,0,0,0,0,0,0,0
6973949,"low",1,0,3,0,0,3,2,2,2,1,10
6951876,"high",3,0,3,0,0,3,1,1,3,0,9
7073243,"low",1,1,4,1,0,4,1,2,5,2,7
7041417,"low",1,1,1,0,1,1,0,0,0,1,3
6986920,"low",1,1,7,0,1,6,0,1,5,0,13
7052657,"low",1,0,1,0,0,1,0,0,0,0,1
7058879,"low",1,0,2,0,0,2,0,1,2,0,6
7082182,"medium",2,0,1,0,1,0,0,0,1,1,3
6973894,"low",1,1,4,0,1,4,3,1,2,7,12
6998165,"low",1,0,1,0,0,2,0,0,1,1,4
7046664,"low",1,0,5,0,0,0,1,1,2,1,5
7073874,"low",1,0,1,0,1,1,0,1,2,2,9
6975715,"low",1,1,1,0,1,4,0,1,2,2,7
6958570,"medium",2,1,5,0,0,7,0,2,5,2,12
7035372,"low",1,0,0,0,0,0,0,0,0,0,0
7022149,"low",1,0,2,0,0,2,0,0,1,0,7
6968183,"medium",2,0,0,0,2,1,0,0,1,1,3
7010802,"low",1,0,0,0,0,1,0,0,2,0,8
7027009,"low",1,2,1,0,0,1,1,0,2,3,7
7023921,"low",1,1,1,0,0,1,0,1,1,1,5
6952431,"medium",2,0,0,0,0,1,0,0,1,0,1
6978434,"medium",2,1,1,0,0,3,0,0,3,1,8
7052408,"low",1,0,1,0,0,3,0,1,3,1,8
7080056,"low",1,0,1,0,1,0,0,0,1,1,7
6983073,"low",1,2,6,1,1,5,3,1,7,5,22
7007715,"low",1,0,0,0,0,1,0,1,1,0,1
7004243,"low",1,0,5,2,2,7,2,3,5,2,13
7050449,"low",1,0,4,1,1,7,2,4,9,2,22
7060729,"high",3,0,1,0,0,4,0,1,2,0,8
7659212,"low",1,1,1,0,2,3,0,0,2,3,9
7001813,"low",1,0,0,0,0,1,0,0,1,0,5
6957903,"low",1,0,0,0,0,0,0,0,0,0,4
7040323,"low",1,1,1,0,0,0,0,0,3,1,6
7051752,"low",1,0,1,0,1,1,0,1,2,1,7
7043644,"low",1,0,0,0,0,1,0,0,0,0,2
6959899,"medium",2,1,1,0,0,4,0,0,2,1,9
7066338,"medium",2,1,1,0,1,0,1,0,0,2,4
7032382,"medium",2,1,3,0,1,2,2,3,2,2,9
7083334,"medium",2,1,3,0,0,1,1,1,4,4,10
6993662,"low",1,0,1,0,0,0,0,1,1,0,5
7046619,"low",1,0,3,0,0,6,2,1,3,1,13
6964633,"low",1,0,1,0,0,1,0,1,1,0,4
6974766,"low",1,0,2,0,0,2,0,0,1,0,4
6987508,"low",1,0,0,0,0,0,0,0,0,0,0
6961284,"low",1,0,0,0,0,0,0,0,0,0,0
7039967,"low",1,0,4,0,0,2,1,1,1,1,6
7038099,"medium",2,1,0,0,0,1,0,0,1,2,2
7017113,"low",1,0,1,0,0,1,0,0,1,0,5
6988032,"medium",2,1,2,0,1,6,2,1,4,2,13
6972219,"low",1,0,0,0,0,0,0,0,0,1,4
7025134,"medium",2,1,0,0,0,0,0,0,0,1,2
6991339,"low",1,2,4,0,1,5,2,3,4,3,17
7001041,"high",3,0,0,0,0,0,0,0,0,0,2
6961703,"low",1,0,0,0,0,1,0,0,1,0,5
7081026,"low",1,0,1,1,0,2,0,1,1,0,4
6998493,"low",1,0,0,1,0,0,0,0,0,1,2
7083344,"low",1,0,1,1,0,2,0,0,1,1,7
7002755,"medium",2,0,1,1,0,2,0,1,1,2,8
6993400,"low",1,0,4,1,1,2,0,3,2,3,10
6992216,"medium",2,0,1,0,0,0,0,0,1,0,4
7045490,"low",1,2,1,0,0,2,0,1,2,0,5
7056996,"low",1,0,0,0,0,0,0,0,0,0,0
7008306,"low",1,0,0,0,0,0,0,0,0,0,1
6994414,"low",1,0,1,1,0,3,0,0,4,1,7
7028739,"low",1,0,2,0,0,2,0,0,2,0,7
6997609,"low",1,1,1,0,0,1,0,0,1,2,6
7042806,"low",1,0,0,0,0,0,0,0,0,0,1
6996544,"low",1,0,3,0,2,3,0,0,1,1,11
6990034,"low",1,0,1,0,0,0,0,0,1,1,3
7027636,"low",1,0,4,0,0,5,1,2,3,2,13
7059201,"low",1,1,8,0,0,5,1,2,7,4,10
7017250,"low",1,0,1,0,0,0,0,0,1,0,3
7034777,"low",1,0,0,0,0,0,0,0,0,0,0
7074105,"low",1,0,2,0,2,1,1,1,3,3,10
7466264,"low",1,0,1,0,0,0,0,0,1,0,4
7039574,"low",1,0,0,0,0,0,0,0,0,0,8
7049519,"high",3,1,5,0,0,3,2,2,4,3,14
7045778,"low",1,1,1,1,0,1,0,0,0,1,3
7046702,"low",1,1,4,0,0,4,0,0,4,1,6
6991829,"medium",2,1,1,0,0,2,0,1,2,1,5
7028554,"low",1,0,3,0,0,1,0,0,2,0,6
7078324,"low",1,0,3,0,0,3,0,0,3,0,6
7010175,"low",1,1,2,0,2,3,1,2,5,2,10
6995677,"low",1,0,0,0,1,0,1,0,0,2,0
6961214,"low",1,0,1,1,0,1,0,1,0,0,5
7075356,"medium",2,0,2,0,1,2,0,0,2,1,9
7054825,"medium",2,0,2,1,0,5,0,1,3,1,8
7053227,"low",1,0,5,0,1,2,0,4,4,2,12
6957774,"low",1,0,0,0,0,0,0,0,0,0,0
6999995,"medium",2,0,1,0,0,1,0,0,2,0,4
6961017,"high",3,0,0,0,1,1,1,0,1,0,7
6998645,"low",1,0,0,0,0,1,0,0,0,0,4
7017713,"high",3,0,0,0,0,0,0,0,0,0,2
7055718,"medium",2,0,1,0,0,2,0,1,1,0,6
7020671,"low",1,0,0,0,0,1,0,0,0,0,6
7027622,"low",1,0,6,0,0,11,1,4,9,2,23
6981180,"high",3,0,1,0,0,1,0,1,1,0,1
6995893,"low",1,1,1,0,0,2,0,0,1,2,4
6962559,"low",1,0,3,0,0,2,0,1,2,0,5
7035856,"low",1,0,5,0,1,2,2,0,2,3,8
7081488,"low",1,0,0,0,0,3,0,0,2,0,5
7071472,"medium",2,2,1,0,0,1,0,1,2,1,3
6956922,"low",1,1,4,1,1,5,1,2,4,0,7
7067471,"low",1,0,4,0,0,4,0,3,4,0,6
6988567,"low",1,1,3,0,1,2,3,0,4,5,21
6977378,"low",1,1,7,1,0,4,1,2,5,1,11
7005177,"low",1,1,4,0,1,7,2,3,6,3,17
6980461,"low",1,0,0,0,0,1,0,0,0,0,3
7013862,"low",1,2,3,2,2,3,0,1,2,4,10
7018415,"low",1,0,1,0,0,2,0,1,2,1,4
7001061,"low",1,0,2,0,0,3,1,1,4,2,7
7055097,"low",1,2,1,1,1,0,1,1,2,3,4
7027149,"low",1,0,0,0,0,0,0,0,0,0,0
7010721,"medium",2,2,1,0,0,2,1,1,2,3,10
6993284,"low",1,0,4,0,0,2,0,1,5,1,10
6983175,"low",1,1,4,0,0,4,1,0,4,1,13
7079076,"high",3,1,7,1,1,9,2,3,10,2,17
6974621,"low",1,0,0,0,0,0,0,0,0,0,0
7072709,"low",1,1,1,0,0,1,0,0,1,1,5
6994954,"low",1,0,0,0,0,0,0,0,0,0,0
6996922,"low",1,0,0,0,0,2,0,0,1,2,4
7033767,"medium",2,0,2,2,1,0,1,0,1,2,4
6992621,"low",1,0,1,0,0,0,0,0,0,1,1
7016809,"low",1,0,0,0,0,0,0,0,0,0,4
6967022,"medium",2,0,2,0,0,3,0,1,3,0,4
7022040,"low",1,1,5,0,0,3,0,1,6,3,10
6988274,"low",1,0,2,0,1,2,0,1,3,1,9
6996530,"medium",2,0,2,0,0,0,0,0,1,0,2
6955552,"low",1,0,4,0,0,2,0,0,6,0,7
6969228,"low",1,1,0,1,0,2,0,1,0,2,4
7043229,"low",1,0,0,0,0,0,0,0,0,0,0
7046042,"low",1,0,1,0,0,1,0,1,1,0,5
7075937,"medium",2,1,2,0,0,3,0,0,2,2,9
